"","F238","F256","F262","F175","FB78","F146","F198","F142","F276","1651","CTS4","F165","F246","RTM4","F237","F239","F153","FB15","F236","F284","FB02","FB27","BOXR","F164","F242","F258","FB20","ULYS","F209","F159","F233","F222","F220","F228","C114","F179","FB11","F187","F197","F243","F270","F280","FB90","1092","1316","F109","F131","1231","F123","F199","F266","F254","FB44","F110","SOLB","WLET","C258","C935","F221","F252","FB25","F108","F194","SCSM","LNLD","STE1","TNBP","F264","F196","F268","ORNG","F234","F247","1315","FB10","FB66","1753","F278","FB07","C548","C655","FB54","FB65","PSDQ","1253","F125","F148","HOV2","HOVC","1511","F151","F126","F162","F227","F272","F138","F213","F241","F133","F245","HAIR","HLP4","F135","C555","F282","FB33","FB55","F128","FB92","F173","F250","F137","F235","C874","FB87","B053","F224","RTM5","RTMW","1494","DAB1","DABL","PSC3","F205","MPTB","RY34","BRD3","C798","FB79","F207","C835","DAFT","F248","JOSC","FB28","C911","F217","TDTC","ULY2","1673","1711","AMV1","AMVM","F167","F171","LNL1","FB35","SCS1","HWK3","IKN2","4C4C","HBM3","HBMB","F190","HOVA","ZELD","ZEL2","2253","F223","F225","LNCC","WENT","F113","F274","F178","F188","NIP2","BIK2","BIKO","MTBG","MUC4","MUCH","2193","F219","1495","F149","F229","LNPF","2151","F215","F232","F155","PSC6","F211","AMTS","PRST","TKID","C834","F182","F154","F102","HIQQ","SCS2","CMRS","LNC2","LNPC","ULY3","MLVN","JETY","F240","1414","C912","C991","F141","F176","F185","HITS","1134","1317","FRN3","FRNG","HSN4","HSNS","F114","1454","LIZ1","STEW","MORN","GRGO","HSN3","B207","OIEA","PRF2","YOKE","ZEDC","1992","BKHO","BNST","PHL2","CATW","LIZD","PRFR","MJM2","F158","F231","1791","2091","4NIC","BNDS","BTWO","CASA","CENT","HAAK","HVT1","HVTI","J001","NIGT","PMTI","BUBB","GPHK","VCRO","BOO3","BOOT","PNB3","PNBT","UND2","UNDG","VSTH","YANK","RTM3","JPJK","GADG","PFYT","PIHI","RNMK","HVMS","CW32","CWM3","HBM4","MANT","HMLC","BBLN","HOKA","TRIM","1593","DAB2","C330","PSC5","TCT1","1456","F180","HMLT","M145","MEAD","MIDF","MTSS","Q5LA","BLNK","HLPC","B023","LDM3","SIMP","TDTL","2152","2194","SGL1","ATMM","BASH","GRW2","B531","1496","FZJS","NYDT","TCTV","2231","CL-4942","ENM2","LBHL","R27L","MORB","NKAL","SQBT","LYFN","TRIF","1674","KNNN","F193","BRAN","BRN1","NADW","MFLC","GUPN","MM72","LWHP","RTM2","GRWW","JBAK","WLDC","RCNM","DAIN","1556","F249","BBRD","L108","PHIL","FFCH","SPEG","CRUM","LLLN","SNOT","BARE","NEWT","OCTV","LCKL","WRTH","QECD","WTKN"
"MANT",23,27,27,53,36,47,26,37,35,20,6,21,36,14,23,23,21,23,24,32,23,31,20,29,31,32,34,10,39,50,40,40,15,29,40,73,40,51,56,55,34,49,34,37,41,43,55,54,54,31,42,19,19,19,16,9,33,24,29,28,33,10,8,10,22,9,7,21,35,35,7,19,52,31,25,12,27,27,27,59,45,60,45,3,29,29,51,7,6,33,32,12,12,28,32,57,53,43,45,46,19,20,46,56,45,55,55,32,30,38,41,39,28,16,16,17,9,9,10,14,11,19,5,13,17,22,6,22,24,36,16,7,14,4,12,19,21,20,14,17,8,18,21,18,12,17,13,23,20,11,13,6,4,8,6,7,8,14,13,12,18,14,37,28,30,30,9,9,9,10,9,9,12,10,9,10,25,11,27,50,24,47,7,25,7,7,7,27,26,7,11,11,17,16,12,12,8,10,8,8,8,12,13,8,23,5,14,35,48,31,31,8,8,11,6,5,6,6,13,6,7,8,9,6,7,23,9,5,5,4,6,4,6,6,4,36,28,4,4,6,5,8,4,9,10,5,7,6,7,5,5,6,6,7,7,6,7,6,7,10,6,4,7,6,6,5,2,2,3,0,5,4,4,5,30,14,35,5,9,4,2,4,4,2,2,2,2,5,8,9,8,6,15,38,9,5,4,4,5,11,8,7,9,7,11,7,4,4,5,4,5,4,5,5,9,4,7,10,10,7,5,5,4,4,6,5,4,4,4,4,12,4,6,5,6,4,6,5,4,4,4,5,4,4,4,4,4
"HMLC",22,26,26,52,35,46,25,36,34,19,3,20,35,13,22,22,20,22,23,31,22,30,19,28,30,31,33,9,38,49,39,39,14,28,39,72,39,50,55,54,33,48,33,36,40,42,54,53,53,30,41,18,18,18,15,8,32,23,28,27,32,9,7,9,21,8,6,20,34,34,6,18,51,30,24,11,26,26,26,58,44,59,44,8,28,28,50,6,5,32,31,11,11,27,31,56,52,42,44,45,18,19,45,55,44,54,54,31,29,37,40,38,27,15,15,16,8,8,9,13,10,18,4,12,16,21,5,21,23,35,15,6,13,3,11,18,20,19,13,16,7,17,20,17,11,16,12,22,19,10,12,5,7,7,5,6,7,13,12,11,17,13,36,27,29,29,8,8,8,9,8,8,13,11,8,9,24,10,26,49,23,46,6,24,6,6,6,26,25,6,10,10,16,15,11,11,7,9,7,7,7,11,12,7,22,4,13,34,47,30,30,7,7,10,5,4,5,5,12,5,6,7,8,5,6,22,8,4,4,3,5,3,5,5,3,35,27,3,3,5,4,7,3,8,9,4,6,5,6,4,4,5,5,6,6,5,6,5,6,9,5,3,6,5,5,4,7,7,6,5,0,1,1,2,29,13,34,4,8,7,3,5,7,3,3,3,3,4,7,8,7,5,14,37,8,4,5,5,4,10,7,6,8,6,10,6,3,3,4,3,4,3,4,4,8,3,6,9,9,6,4,4,3,3,5,4,3,3,3,3,11,3,5,4,5,3,5,4,3,3,3,4,3,3,3,3,3
"BBLN",21,25,25,51,34,45,24,35,33,18,2,19,34,12,21,21,19,21,22,30,21,29,18,27,29,30,32,8,37,48,38,38,13,27,38,71,38,49,54,53,32,47,32,35,39,41,53,52,52,29,40,17,17,17,14,7,31,22,27,26,31,8,6,8,20,7,5,19,33,33,5,17,50,29,23,10,25,25,25,57,43,58,43,7,27,27,49,5,4,31,30,10,10,26,30,55,51,41,43,44,17,18,44,54,43,53,53,30,28,36,39,37,26,14,14,15,7,7,8,12,9,17,3,11,15,20,4,20,22,34,14,5,12,2,10,17,19,18,12,15,6,16,19,16,10,15,11,21,18,9,11,4,6,6,4,5,6,12,11,10,16,12,35,26,28,28,7,7,7,8,7,7,12,10,7,8,23,9,25,48,22,45,5,23,5,5,5,25,24,5,9,9,15,14,10,10,6,8,6,6,6,10,11,6,21,3,12,33,46,29,29,6,6,9,4,3,4,4,11,4,5,6,7,4,5,21,7,3,3,2,4,2,4,4,2,34,26,2,2,4,3,6,2,7,8,3,5,4,5,3,3,4,4,5,5,4,5,4,5,8,4,2,5,4,4,3,6,6,5,4,1,0,0,1,28,12,33,3,7,6,2,4,6,2,2,2,2,3,6,7,6,4,13,36,7,3,4,4,3,9,6,5,7,5,9,5,2,2,3,2,3,2,3,3,7,2,5,8,8,5,3,3,2,2,4,3,2,2,2,2,10,2,4,3,4,2,4,3,2,2,2,3,2,2,2,2,2
"HOKA",21,25,25,51,34,45,24,35,33,18,2,19,34,12,21,21,19,21,22,30,21,29,18,27,29,30,32,8,37,48,38,38,13,27,38,71,38,49,54,53,32,47,32,35,39,41,53,52,52,29,40,17,17,17,14,7,31,22,27,26,31,8,6,8,20,7,5,19,33,33,5,17,50,29,23,10,25,25,25,57,43,58,43,7,27,27,49,5,4,31,30,10,10,26,30,55,51,41,43,44,17,18,44,54,43,53,53,30,28,36,39,37,26,14,14,15,7,7,8,12,9,17,3,11,15,20,4,20,22,34,14,5,12,2,10,17,19,18,12,15,6,16,19,16,10,15,11,21,18,9,11,4,6,6,4,5,6,12,11,10,16,12,35,26,28,28,7,7,7,8,7,7,12,10,7,8,23,9,25,48,22,45,5,23,5,5,5,25,24,5,9,9,15,14,10,10,6,8,6,6,6,10,11,6,21,3,12,33,46,29,29,6,6,9,4,3,4,4,11,4,5,6,7,4,5,21,7,3,3,2,4,2,4,4,2,34,26,2,2,4,3,6,2,7,8,3,5,4,5,3,3,4,4,5,5,4,5,4,5,8,4,2,5,4,4,3,6,6,5,4,1,0,0,1,28,12,33,3,7,6,2,4,6,2,2,2,2,3,6,7,6,4,13,36,7,3,4,4,3,9,6,5,7,5,9,5,2,2,3,2,3,2,3,3,7,2,5,8,8,5,3,3,2,2,4,3,2,2,2,2,10,2,4,3,4,2,4,3,2,2,2,3,2,2,2,2,2
"TRIM",22,26,26,52,35,46,25,36,34,19,3,20,35,13,22,22,20,22,23,31,22,30,19,28,30,31,33,9,38,49,39,39,14,28,39,72,39,50,55,54,33,48,33,36,40,42,54,53,53,30,41,18,18,18,15,8,32,23,28,27,32,9,7,9,21,8,6,20,34,34,6,18,51,30,24,11,26,26,26,58,44,59,44,8,28,28,50,6,5,32,31,11,11,27,31,56,52,42,44,45,18,19,45,55,44,54,54,31,29,37,40,38,27,15,15,16,8,8,9,13,10,18,4,12,16,21,5,21,23,35,15,6,13,3,11,18,20,19,13,16,7,17,20,17,11,16,12,22,19,10,12,5,7,7,5,6,7,13,12,11,17,13,36,27,29,29,8,8,8,9,8,8,13,11,8,9,24,10,26,49,23,46,6,24,6,6,6,26,25,6,10,10,16,15,11,11,7,9,7,7,7,11,12,7,22,4,13,34,47,30,30,7,7,10,5,4,5,3,12,5,6,7,8,5,6,22,8,4,4,3,5,3,5,5,3,35,27,3,3,5,4,7,3,8,9,4,6,5,6,4,4,5,5,6,6,5,6,5,6,9,5,3,6,5,5,4,7,7,6,5,2,1,1,0,29,13,34,4,8,7,3,5,7,3,3,3,3,4,7,8,7,5,14,37,8,4,5,5,4,10,7,6,8,6,10,6,3,3,4,3,4,3,4,4,8,3,6,9,9,6,4,4,3,3,5,4,3,3,3,3,11,3,5,4,5,3,5,4,3,3,3,4,3,3,3,3,3
"1593",47,51,51,71,60,67,48,61,59,44,30,45,60,38,47,47,45,47,48,56,47,55,44,51,53,56,58,34,63,20,48,62,39,51,62,89,62,73,80,79,58,71,58,61,63,67,63,74,74,55,66,43,43,43,40,33,57,48,53,52,57,34,32,34,46,33,31,45,59,59,31,43,70,55,49,36,51,51,51,77,67,78,67,33,53,53,71,31,30,55,54,36,36,50,56,77,71,65,69,70,43,44,68,78,67,75,77,54,52,58,65,63,52,40,40,41,33,33,34,38,35,43,29,37,41,46,30,46,48,60,40,31,38,28,36,43,45,44,38,41,32,42,45,42,36,41,37,47,44,35,37,30,32,32,30,31,32,38,37,36,42,38,53,50,54,54,33,33,33,34,33,33,38,36,33,34,47,35,51,72,46,69,31,49,31,31,31,51,50,31,35,35,41,40,36,36,32,34,32,32,32,36,37,32,41,29,38,51,56,51,51,32,32,33,30,29,30,30,37,30,31,32,33,30,31,47,33,29,29,28,30,28,30,30,28,52,52,28,28,30,29,32,28,33,34,29,31,30,31,29,29,30,30,31,31,30,31,30,31,34,30,28,31,30,30,29,32,32,31,30,29,28,28,29,0,38,55,29,33,32,28,30,32,28,28,28,28,29,32,33,32,30,39,60,33,29,30,30,29,35,32,31,33,31,35,31,28,28,29,28,29,28,29,29,33,28,31,34,34,31,29,29,28,28,30,29,28,28,28,28,34,28,30,29,30,28,30,29,28,28,28,29,28,28,28,28,28
"DAB2",31,33,35,61,44,55,34,45,43,28,14,29,44,22,23,23,29,31,32,38,31,37,20,35,37,40,42,18,47,58,48,48,23,37,48,81,48,59,64,63,42,57,42,45,47,51,61,62,62,37,50,23,23,25,22,17,41,32,37,36,41,18,16,18,30,17,15,29,43,43,15,25,60,39,33,20,33,35,35,67,53,68,53,17,37,37,59,15,14,41,40,20,20,36,40,65,61,51,53,54,17,18,54,64,53,63,63,40,38,46,49,47,34,20,20,7,17,17,18,16,19,5,13,21,23,28,14,30,32,44,24,15,22,12,20,25,29,26,20,23,14,26,29,22,18,25,21,31,20,17,21,14,16,14,14,15,16,20,19,18,22,8,45,36,38,38,17,17,17,16,17,17,22,20,15,12,33,19,35,58,32,55,15,33,15,15,15,35,34,15,17,17,25,16,14,14,16,18,16,14,16,20,21,16,29,13,14,43,54,39,39,16,16,19,14,13,14,14,21,14,15,16,17,14,15,29,17,13,13,12,14,12,14,14,12,44,36,12,12,14,13,16,12,17,18,13,15,14,15,13,13,14,14,15,15,14,15,14,15,14,14,12,15,14,14,13,16,16,15,14,13,12,12,13,38,0,43,13,17,16,12,14,16,12,12,12,12,13,16,17,12,12,19,46,17,13,14,14,13,5,10,15,17,15,17,15,12,12,13,12,13,12,11,13,15,12,15,16,16,15,13,13,12,12,14,11,12,12,12,12,20,12,14,13,14,12,14,13,12,12,12,13,12,12,12,12,12
"C330",52,56,56,82,65,76,53,66,64,49,35,50,63,43,52,52,50,52,53,61,52,60,49,58,60,61,63,39,64,75,67,65,44,58,61,94,61,64,85,84,61,76,61,66,70,72,76,71,71,60,69,48,48,48,45,38,62,53,58,57,62,39,37,39,51,38,36,50,62,62,36,48,81,60,54,41,56,56,56,78,74,79,74,38,58,58,76,36,35,60,59,41,41,55,59,60,78,70,74,75,48,49,59,73,68,22,72,53,55,59,68,56,53,45,45,46,38,38,39,43,40,48,34,42,46,51,35,51,53,65,45,36,43,33,39,48,50,49,43,46,37,47,50,47,41,46,42,52,49,40,42,35,37,37,35,36,37,43,42,41,47,43,62,55,55,55,38,38,38,39,38,38,43,41,38,39,48,40,56,69,53,56,36,54,36,36,36,56,55,36,40,40,46,45,41,41,37,39,37,37,37,41,42,37,52,34,43,60,69,56,56,37,37,40,35,34,35,35,42,35,36,37,38,35,36,52,38,34,34,33,35,33,35,35,33,59,53,33,33,35,34,37,33,38,39,34,36,35,36,34,34,35,35,36,36,35,36,35,36,39,35,33,36,35,35,34,37,37,36,35,34,33,33,34,55,43,0,34,38,37,33,35,37,33,33,33,33,34,37,38,37,35,42,57,38,34,35,35,34,40,37,36,38,36,40,36,33,33,34,33,34,33,34,34,38,33,36,39,39,36,34,34,33,33,35,34,33,33,33,33,37,33,35,34,35,33,35,34,33,33,33,34,33,33,33,33,33
"PSC5",22,26,26,52,35,46,25,36,34,17,5,18,35,13,22,22,20,22,21,31,20,30,19,28,30,31,33,9,38,49,39,39,14,28,39,72,39,50,55,54,33,48,33,36,40,42,54,53,53,30,41,18,18,18,15,8,32,23,28,27,32,9,7,9,21,8,6,20,34,34,6,18,51,30,24,11,26,24,24,58,44,59,44,6,28,28,50,6,5,32,31,11,11,27,31,56,52,42,44,45,18,19,45,55,44,54,54,31,29,37,40,38,27,15,15,16,8,8,9,13,10,18,4,12,16,21,5,21,23,35,15,6,13,3,11,18,20,19,13,16,7,17,20,17,11,16,12,22,19,10,12,5,7,7,5,6,7,13,12,11,17,13,36,27,29,29,8,8,8,9,8,8,13,9,8,9,24,10,26,49,23,46,6,24,6,6,6,26,25,6,10,10,16,15,11,11,7,9,7,7,7,11,12,7,20,4,13,34,47,30,30,7,7,10,3,4,5,5,12,5,6,7,8,5,6,22,8,4,4,3,5,3,5,5,3,35,27,3,3,5,4,7,3,8,9,4,6,5,6,4,4,5,5,6,6,5,6,5,6,9,5,3,6,5,5,4,5,5,6,5,4,3,3,4,29,13,34,0,8,5,3,3,5,3,3,3,3,4,7,8,7,5,14,37,6,4,5,5,4,10,7,6,8,6,10,6,3,3,4,3,4,3,4,4,8,3,6,9,9,6,4,4,3,3,3,4,3,3,3,3,11,3,5,4,5,3,5,4,3,3,3,4,3,3,3,1,1
"TCT1",26,30,30,56,39,50,29,40,38,23,9,24,39,17,26,26,24,26,27,35,26,34,23,32,34,35,37,13,42,53,43,43,18,32,43,76,43,54,59,58,37,52,37,40,44,46,58,57,57,34,45,22,22,22,19,12,36,27,32,31,36,13,11,13,23,10,10,24,38,38,10,22,55,34,26,15,30,30,30,62,48,63,48,12,32,32,54,10,9,36,35,15,15,31,35,60,56,46,48,49,22,23,49,59,48,58,58,35,33,41,44,42,31,17,17,20,12,12,13,17,14,22,8,16,20,23,9,25,27,39,17,10,15,7,15,22,24,23,17,20,11,21,24,19,15,20,16,26,23,14,14,9,11,11,9,10,11,17,16,15,21,17,40,31,33,33,10,12,12,13,12,12,17,15,12,13,28,14,30,53,27,50,10,28,10,10,10,30,29,10,14,14,20,19,15,15,11,13,11,11,11,15,16,11,26,8,17,38,51,34,34,11,11,14,9,8,9,9,16,9,10,9,10,9,10,26,12,8,6,7,9,7,9,9,7,39,31,7,7,9,8,11,7,12,13,8,10,9,10,8,8,9,9,10,10,9,10,9,10,13,9,7,10,9,9,8,11,11,10,9,8,7,7,8,33,17,38,8,0,11,7,9,11,7,7,7,7,8,11,12,11,9,18,41,12,8,9,9,8,14,11,10,12,2,14,10,7,7,8,7,8,7,8,8,10,7,10,13,13,10,8,8,7,7,9,8,7,7,7,7,15,7,9,8,9,7,9,8,7,7,7,8,7,7,7,7,7
"1456",25,29,29,55,38,49,28,39,37,20,8,21,38,16,25,25,23,25,26,34,25,33,22,31,33,34,36,12,41,52,42,42,17,31,42,75,42,53,58,57,36,51,36,39,43,45,57,56,56,33,44,21,21,21,18,11,35,26,31,30,35,12,10,12,24,11,9,23,37,37,9,21,54,33,25,14,29,25,25,61,47,62,47,5,31,31,53,9,8,35,34,14,14,30,34,59,55,45,47,48,21,22,48,58,47,57,57,34,32,40,43,41,30,18,18,19,11,11,12,16,13,21,5,15,19,24,8,24,26,38,18,9,16,6,14,21,23,22,16,19,10,20,23,20,14,19,15,25,22,13,15,8,8,10,8,9,10,16,15,14,20,16,37,30,32,32,11,11,11,12,11,11,16,10,11,12,27,13,29,52,26,49,9,27,9,9,9,29,28,9,13,13,19,18,14,14,10,12,10,10,10,14,15,10,21,7,16,35,50,33,33,10,10,13,6,7,8,8,15,8,9,10,11,8,9,25,11,7,7,6,8,6,8,8,6,38,30,6,6,8,7,10,6,11,12,7,9,8,9,7,7,8,8,9,9,8,9,8,9,12,8,6,9,8,8,7,2,2,7,4,7,6,6,7,32,16,37,5,11,0,4,2,0,4,4,4,4,7,10,11,10,8,17,40,7,7,4,4,7,13,10,9,11,9,13,9,6,6,7,6,7,6,7,7,11,6,9,12,12,9,7,7,6,6,6,7,6,6,6,6,14,6,8,7,8,6,8,7,6,6,6,7,6,6,6,4,4
"F180",21,25,25,51,34,45,24,35,33,18,4,19,34,12,21,21,19,21,22,30,21,29,18,27,29,30,32,8,37,48,38,38,13,27,38,71,38,49,54,53,32,47,32,35,39,41,53,52,52,29,40,17,17,17,14,7,31,22,27,26,31,8,6,8,20,7,5,19,33,33,5,17,50,29,23,10,25,25,25,57,43,58,43,5,27,27,49,5,4,31,30,10,10,26,30,55,51,41,43,44,17,18,44,54,43,53,53,30,28,36,39,37,26,14,14,15,7,7,8,12,9,17,3,11,15,20,4,20,22,34,14,5,12,2,10,17,19,18,12,15,6,16,19,16,10,15,11,21,18,9,11,4,4,6,4,5,6,12,11,10,16,12,35,26,28,28,7,7,7,8,7,7,12,10,7,8,23,9,25,48,22,45,5,23,5,5,5,25,24,5,9,9,15,14,10,10,6,8,6,6,6,10,11,6,21,3,12,33,46,29,29,6,6,9,4,3,4,4,11,4,5,6,7,4,5,21,7,3,3,2,4,2,4,4,2,34,26,2,2,4,3,6,2,7,8,3,5,4,5,3,3,4,4,5,5,4,5,4,5,8,4,2,5,4,4,3,4,4,3,2,3,2,2,3,28,12,33,3,7,4,0,2,4,0,0,0,0,3,6,7,6,4,13,36,7,3,4,4,3,9,6,5,7,5,9,5,2,2,3,2,3,2,3,3,7,2,5,8,8,5,3,3,2,2,4,3,2,2,2,2,10,2,4,3,4,2,4,3,2,2,2,3,2,2,2,2,2
"HMLT",23,27,27,53,36,47,26,37,35,18,6,19,36,14,23,23,21,23,24,32,23,31,20,29,31,32,34,10,39,50,40,40,15,29,40,73,40,51,56,55,34,49,34,37,41,43,55,54,54,31,42,19,19,19,16,9,33,24,29,28,33,10,8,10,22,9,7,21,35,35,7,19,52,31,25,12,27,25,25,59,45,60,45,5,29,29,51,7,6,33,32,12,12,28,32,57,53,43,45,46,19,20,46,56,45,55,55,32,30,38,41,39,28,16,16,17,9,9,10,14,11,19,3,13,17,22,6,22,24,36,16,7,14,4,12,19,21,20,14,17,8,18,21,18,12,17,13,23,20,11,13,6,6,8,6,7,8,14,13,12,18,14,37,28,30,30,9,9,9,10,9,9,14,10,9,10,25,11,27,50,24,47,7,25,7,7,7,27,26,7,11,11,17,16,12,12,8,10,8,8,8,12,13,8,21,5,14,35,48,31,31,8,8,11,4,5,6,6,13,6,7,8,9,6,7,23,9,5,5,4,6,4,6,6,4,36,28,4,4,6,5,8,4,9,10,5,7,6,7,5,5,6,6,7,7,6,7,6,7,10,6,4,7,6,6,5,2,2,5,4,5,4,4,5,30,14,35,3,9,2,2,0,2,2,2,2,2,5,8,9,8,6,15,38,7,5,4,4,5,11,8,7,9,7,11,7,4,4,5,4,5,4,5,5,9,4,7,10,10,7,5,5,4,4,4,5,4,4,4,4,12,4,6,5,6,4,6,5,4,4,4,5,4,4,4,2,2
"M145",25,29,29,55,38,49,28,39,37,20,8,21,38,16,25,25,23,25,26,34,25,33,22,31,33,34,36,12,41,52,42,42,17,31,42,75,42,53,58,57,36,51,36,39,43,45,57,56,56,33,44,21,21,21,18,11,35,26,31,30,35,12,10,12,24,11,9,23,37,37,9,21,54,33,25,14,29,25,25,61,47,62,47,5,31,31,53,9,8,35,34,14,14,30,34,59,55,45,47,48,21,22,48,58,47,57,57,34,32,40,43,41,30,18,18,19,11,11,12,16,13,21,5,15,19,24,8,24,26,38,18,9,16,6,14,21,23,22,16,19,10,20,23,20,14,19,15,25,22,13,15,8,8,10,8,9,10,16,15,14,20,16,37,30,32,32,11,11,11,12,11,11,16,10,11,12,27,13,29,52,26,49,9,27,9,9,9,29,28,9,13,13,19,18,14,14,10,12,10,10,10,14,15,10,21,7,16,35,50,33,33,10,10,13,6,7,8,8,15,8,9,10,11,8,9,25,11,7,7,6,8,6,8,8,6,38,30,6,6,8,7,10,6,11,12,7,9,8,9,7,7,8,8,9,9,8,9,8,9,12,8,6,9,8,8,7,2,2,7,4,7,6,6,7,32,16,37,5,11,0,4,2,0,4,4,4,4,7,10,11,10,8,17,40,7,7,4,4,7,13,10,9,11,9,13,9,6,6,7,6,7,6,7,7,11,6,9,12,12,9,7,7,6,6,6,7,6,6,6,6,14,6,8,7,8,6,8,7,6,6,6,7,6,6,6,4,4
"MEAD",21,25,25,51,34,45,24,35,33,18,4,19,34,12,21,21,19,21,22,30,21,29,18,27,29,30,32,8,37,48,38,38,13,27,38,71,38,49,54,53,32,47,32,35,39,41,53,52,52,29,40,17,17,17,14,7,31,22,27,26,31,8,6,8,20,7,5,19,33,33,5,17,50,29,23,10,25,25,25,57,43,58,43,5,27,27,49,5,4,31,30,10,10,26,30,55,51,41,43,44,17,18,44,54,43,53,53,30,28,36,39,37,26,14,14,15,7,7,8,12,9,17,3,11,15,20,4,20,22,34,14,5,12,2,10,17,19,18,12,15,6,16,19,16,10,15,11,21,18,9,11,4,4,6,4,5,6,12,11,10,16,12,35,26,28,28,7,7,7,8,7,7,12,10,7,8,23,9,25,48,22,45,5,23,5,5,5,25,24,5,9,9,15,14,10,10,6,8,6,6,6,10,11,6,21,3,12,33,46,29,29,6,6,9,4,3,4,4,11,4,5,6,7,4,5,21,7,3,3,2,4,2,4,4,2,34,26,2,2,4,3,6,2,7,8,3,5,4,5,3,3,4,4,5,5,4,5,4,5,8,4,2,5,4,4,3,4,4,3,2,3,2,2,3,28,12,33,3,7,4,0,2,4,0,0,0,0,3,6,7,6,4,13,36,7,3,4,4,3,9,6,5,7,5,9,5,2,2,3,2,3,2,3,3,7,2,5,8,8,5,3,3,2,2,4,3,2,2,2,2,10,2,4,3,4,2,4,3,2,2,2,3,2,2,2,2,2
"MIDF",21,25,25,51,34,45,24,35,33,18,4,19,34,12,21,21,19,21,22,30,21,29,18,27,29,30,32,8,37,48,38,38,13,27,38,71,38,49,54,53,32,47,32,35,39,41,53,52,52,29,40,17,17,17,14,7,31,22,27,26,31,8,6,8,20,7,5,19,33,33,5,17,50,29,23,10,25,25,25,57,43,58,43,5,27,27,49,5,4,31,30,10,10,26,30,55,51,41,43,44,17,18,44,54,43,53,53,30,28,36,39,37,26,14,14,15,7,7,8,12,9,17,3,11,15,20,4,20,22,34,14,5,12,2,10,17,19,18,12,15,6,16,19,16,10,15,11,21,18,9,11,4,4,6,4,5,6,12,11,10,16,12,35,26,28,28,7,7,7,8,7,7,12,10,7,8,23,9,25,48,22,45,5,23,5,5,5,25,24,5,9,9,15,14,10,10,6,8,6,6,6,10,11,6,21,3,12,33,46,29,29,6,6,9,4,3,4,4,11,4,5,6,7,4,5,21,7,3,3,2,4,2,4,4,2,34,26,2,2,4,3,6,2,7,8,3,5,4,5,3,3,4,4,5,5,4,5,4,5,8,4,2,5,4,4,3,4,4,3,2,3,2,2,3,28,12,33,3,7,4,0,2,4,0,0,0,0,3,6,7,6,4,13,36,7,3,4,4,3,9,6,5,7,5,9,5,2,2,3,2,3,2,3,3,7,2,5,8,8,5,3,3,2,2,4,3,2,2,2,2,10,2,4,3,4,2,4,3,2,2,2,3,2,2,2,2,2
"MTSS",21,25,25,51,34,45,24,35,33,18,4,19,34,12,21,21,19,21,22,30,21,29,18,27,29,30,32,8,37,48,38,38,13,27,38,71,38,49,54,53,32,47,32,35,39,41,53,52,52,29,40,17,17,17,14,7,31,22,27,26,31,8,6,8,20,7,5,19,33,33,5,17,50,29,23,10,25,25,25,57,43,58,43,5,27,27,49,5,4,31,30,10,10,26,30,55,51,41,43,44,17,18,44,54,43,53,53,30,28,36,39,37,26,14,14,15,7,7,8,12,9,17,3,11,15,20,4,20,22,34,14,5,12,2,10,17,19,18,12,15,6,16,19,16,10,15,11,21,18,9,11,4,4,6,4,5,6,12,11,10,16,12,35,26,28,28,7,7,7,8,7,7,12,10,7,8,23,9,25,48,22,45,5,23,5,5,5,25,24,5,9,9,15,14,10,10,6,8,6,6,6,10,11,6,21,3,12,33,46,29,29,6,6,9,4,3,4,4,11,4,5,6,7,4,5,21,7,3,3,2,4,2,4,4,2,34,26,2,2,4,3,6,2,7,8,3,5,4,5,3,3,4,4,5,5,4,5,4,5,8,4,2,5,4,4,3,4,4,3,2,3,2,2,3,28,12,33,3,7,4,0,2,4,0,0,0,0,3,6,7,6,4,13,36,7,3,4,4,3,9,6,5,7,5,9,5,2,2,3,2,3,2,3,3,7,2,5,8,8,5,3,3,2,2,4,3,2,2,2,2,10,2,4,3,4,2,4,3,2,2,2,3,2,2,2,2,2
"Q5LA",21,25,25,51,34,45,24,35,33,18,4,19,34,12,21,21,19,21,22,30,21,29,18,27,29,30,32,8,37,48,38,38,13,27,38,71,38,49,54,53,32,47,32,35,39,41,53,52,52,29,40,17,17,17,14,7,31,22,27,26,31,8,6,8,20,7,5,19,33,33,5,17,50,29,23,10,25,25,25,57,43,58,43,5,27,27,49,5,4,31,30,10,10,26,30,55,51,41,43,44,17,18,44,54,43,53,53,30,28,36,39,37,26,14,14,15,7,7,8,12,9,17,3,11,15,20,4,20,22,34,14,5,12,2,10,17,19,18,12,15,6,16,19,16,10,15,11,21,18,9,11,4,4,6,4,5,6,12,11,10,16,12,35,26,28,28,7,7,7,8,7,7,12,10,7,8,23,9,25,48,22,45,5,23,5,5,5,25,24,5,9,9,15,14,10,10,6,8,6,6,6,10,11,6,21,3,12,33,46,29,29,6,6,9,4,3,4,4,11,4,5,6,7,4,5,21,7,3,3,2,4,2,4,4,2,34,26,2,2,4,3,6,2,7,8,3,5,4,5,3,3,4,4,5,5,4,5,4,5,8,4,2,5,4,4,3,4,4,3,2,3,2,2,3,28,12,33,3,7,4,0,2,4,0,0,0,0,3,6,7,6,4,13,36,7,3,4,4,3,9,6,5,7,5,9,5,2,2,3,2,3,2,3,3,7,2,5,8,8,5,3,3,2,2,4,3,2,2,2,2,10,2,4,3,4,2,4,3,2,2,2,3,2,2,2,2,2
